id,registry_id,company_name,trade_name,acronym,activity_code,legal_form_code,employee_band,employee_estimate,has_employees,company_category,founded_date,country_code,signal_source,filter_version,extracted_at,match_keyword,composite_score,confidence,score_breakdown,rank,notes,website,linkedin,linkedin_followers,qa_status,qa_notes,reviewed_at,merged_to,created_at,updated_at,city,address
f12a6ffa-4b26-4ad1-bf87-b36ae0ce31dd,830318408,TODD-TRICHET OLIVIER DRONES DETECTIONS,,,74.20Z,5710,NN,0,false,PME,2017-07-01,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],297,,,,,pending,,,,2026-03-23T13:43:42.506307+00:00,2026-03-23T13:43:42.506307+00:00,,
741c130b-31aa-44ce-8bbb-4b67e523e86b,834783292,L.E. DRONE 88,,,59.11B,5710,NN,0,false,PME,2018-01-08,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],299,,,,,pending,,,,2026-03-23T13:43:42.506307+00:00,2026-03-23T13:43:42.506307+00:00,,
f6a77037-9599-4289-b779-8ffffaf4bb77,834931602,GCE DRONE,,,74.20Z,5710,NN,0,false,PME,2018-01-10,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],300,,,,,pending,,,,2026-03-23T13:43:42.506307+00:00,2026-03-23T13:43:42.506307+00:00,,
63ef2473-120b-444a-a717-5ba658815824,831800149,DRONE IMAGERIE CARAIBES,,DI CARAIBES,74.20Z,5710,NN,0,false,PME,2017-07-12,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],301,,,,,pending,,,,2026-03-23T13:43:42.506307+00:00,2026-03-23T13:43:42.506307+00:00,,
0751b219-aae8-4ded-8535-b5b0b62176b2,832927768,MENILLES DRONE,,,74.20Z,5710,NN,0,false,PME,2017-11-01,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],303,,,,,pending,,,,2026-03-23T13:43:42.726103+00:00,2026-03-23T13:43:42.726103+00:00,,
d2bdea7f-19b4-462f-a9b2-044b4da4eb12,803886399,HUAVEO,,,62.02A,5710,NN,0,false,PME,2014-07-05,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,,16,low,[object Object],304,,,,,pending,,,,2026-03-23T13:43:42.726103+00:00,2026-03-23T13:43:42.726103+00:00,,
bed606bd-16a9-42ea-8fd7-a0537bbb5bd7,848915880,VIDRONEO,,,59.11A,5710,NN,0,false,PME,2019-03-07,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],305,,,,,pending,,,,2026-03-23T13:43:42.726103+00:00,2026-03-23T13:43:42.726103+00:00,,
906d4fd0-fcaa-42d8-ba7e-938e2a577705,803287267,ATLANTIC DRONES,,,30.30Z,5710,NN,0,false,PME,2014-07-02,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,high,[object Object],306,,,,,pending,,,,2026-03-23T13:43:42.726103+00:00,2026-03-23T13:43:42.726103+00:00,,
7817e727-ebb5-4b40-aa55-fae8f4fbfb9b,800889768,DRONE EVASION,,,59.11B,5710,NN,0,false,PME,2014-02-21,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],315,,,,,pending,,,,2026-03-23T13:43:42.726103+00:00,2026-03-23T13:43:42.726103+00:00,,
acc55073-1bfd-4f36-9b6b-f8a49abf8b31,882908320,EQUAVISIO,,,62.01Z,5710,NN,0,false,PME,2020-04-03,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,,16,low,[object Object],245,,,,,pending,,,,2026-03-23T13:43:42.506307+00:00,2026-03-23T13:43:42.506307+00:00,,
59cca782-d3b7-4c47-b8d5-cd2dac04557d,805287661,NEW TOM.DRONE IT,,,74.20Z,5710,NN,0,false,PME,2014-10-10,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],246,,,,,pending,,,,2026-03-23T13:43:42.506307+00:00,2026-03-23T13:43:42.506307+00:00,,
7ece45d6-07ea-4113-967d-b1fe97f18f37,805269065,DRONE MASTER,,,74.20Z,5710,NN,0,false,PME,2014-10-08,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],247,,,,,pending,,,,2026-03-23T13:43:42.506307+00:00,2026-03-23T13:43:42.506307+00:00,,
85772b00-f8dd-424a-9c87-37a2da8c6060,801041401,DRONE ARDECHE GROUPE,,,59.11B,5710,NN,0,false,PME,2014-04-01,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],248,,,,,pending,,,,2026-03-23T13:43:42.506307+00:00,2026-03-23T13:43:42.506307+00:00,,
6b065199-7707-4678-b1bd-015ed47a785c,802197731,DRONECONTRAST,,,74.20Z,5710,NN,0,false,PME,2014-05-12,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],249,,,,,pending,,,,2026-03-23T13:43:42.506307+00:00,2026-03-23T13:43:42.506307+00:00,,
6ca4a6ad-49d9-4c4e-a3c4-1fd1300f6699,809244858,ILOTDRONES,,,85.59B,5710,NN,0,false,PME,2015-02-01,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,low,[object Object],250,,,,,pending,,,,2026-03-23T13:43:42.506307+00:00,2026-03-23T13:43:42.506307+00:00,,
051947a6-872b-4113-96d8-ef378567767e,805127271,BC DRONE REALISATIONS,,,74.20Z,5710,NN,0,false,PME,2014-09-01,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],251,,,,,pending,,,,2026-03-23T13:43:42.506307+00:00,2026-03-23T13:43:42.506307+00:00,,
0ff1f401-ba37-49fa-804a-1d3da5dab25e,812524395,ADRONEEX,,,59.11B,5710,NN,0,false,PME,2015-07-13,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],252,,,,,pending,,,,2026-03-23T13:43:42.506307+00:00,2026-03-23T13:43:42.506307+00:00,,
aee61d04-48d3-4502-8a07-22e0302f8b21,844372284,DRONE IMPULSION,,,74.20Z,5710,NN,0,false,PME,2018-12-05,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],264,,,,,pending,,,,2026-03-23T13:43:42.506307+00:00,2026-03-23T13:43:42.506307+00:00,,
ae0256c6-a503-4145-a555-4222b3ca1aac,844285585,HD DRONE TELEPILOTE DE DRONE PROFESSIONNEL,,,59.11B,5710,NN,0,false,PME,2018-10-31,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],265,,,,,pending,,,,2026-03-23T13:43:42.506307+00:00,2026-03-23T13:43:42.506307+00:00,,
c4dbd6cc-1c6c-4def-8e49-84c398797eae,848715223,AGENCE DRONE,,,74.20Z,5710,NN,0,false,PME,2019-03-01,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],266,,,,,pending,,,,2026-03-23T13:43:42.506307+00:00,2026-03-23T13:43:42.506307+00:00,,
dccee2b9-4332-4fdf-b0ac-a1e80793dbcc,818218588,FRDRONES,,,74.20Z,5710,NN,0,false,PME,2016-01-28,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],267,,,,,pending,,,,2026-03-23T13:43:42.506307+00:00,2026-03-23T13:43:42.506307+00:00,,
0363038a-e146-43f3-9820-73058dad0d28,530213719,DELTA DRONE MANAGERS,,,70.22Z,5710,NN,0,false,PME,2011-01-11,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],268,,,,,pending,,,,2026-03-23T13:43:42.506307+00:00,2026-03-23T13:43:42.506307+00:00,,
2304f16e-3a19-498d-adb3-818a6ce8be0b,531559466,EFS DRONES,,,26.12Z,5710,NN,0,false,PME,2011-04-06,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],269,,,,,pending,,,,2026-03-23T13:43:42.506307+00:00,2026-03-23T13:43:42.506307+00:00,,
5250977d-dd73-46bd-924b-e8fa9f8fafff,814284246,BDS DRONE,,,74.20Z,5710,NN,0,false,PME,2015-10-23,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],270,,,,,pending,,,,2026-03-23T13:43:42.506307+00:00,2026-03-23T13:43:42.506307+00:00,,
20f0ed6b-51b2-424d-a614-8afbb558b4aa,820535011,NUAVVIA,,,63.12Z,5710,NN,0,false,PME,2016-05-24,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,,16,low,[object Object],271,,,,,pending,,,,2026-03-23T13:43:42.506307+00:00,2026-03-23T13:43:42.506307+00:00,,
8845e665-7ed2-4eda-b362-98e26827e045,822029138,HUMANS & DRONES,,H&D,59.11B,5710,NN,0,false,PME,2016-08-11,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],272,,,,,pending,,,,2026-03-23T13:43:42.506307+00:00,2026-03-23T13:43:42.506307+00:00,,
e4f6a5e8-0a6c-4578-ad4f-798653d32d01,832644140,DKDRONES,,,30.30Z,5710,NN,0,false,PME,2017-10-15,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,high,[object Object],302,,,,,pending,,,,2026-03-23T13:43:42.506307+00:00,2026-03-23T13:43:42.506307+00:00,,
6566d895-7295-4e41-bc73-3f6119bccf9a,818113961,DRONE AIRWAYS GROUP,,,74.20Z,5710,NN,0,false,PME,2016-03-01,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],307,,,,,pending,,,,2026-03-23T13:43:42.726103+00:00,2026-03-23T13:43:42.726103+00:00,,
01b7fedb-91f8-4cff-b3e7-9da6d8f341e7,828184937,DRONES LOCATIONS INSTRUCTIONS CADRAGES DIAGNOSTICS LYON - DLICDL,,,74.20Z,5710,NN,0,false,PME,2017-02-20,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],313,,,,,pending,,,,2026-03-23T13:43:42.726103+00:00,2026-03-23T13:43:42.726103+00:00,,
3a9d79a5-0513-4f94-b58a-979b6f74f936,900673765,DRONES SERVICES FRANCE,,DSF,43.91B,5499,NN,0,false,PME,2021-06-01,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],316,,,,,pending,,,,2026-03-23T13:43:42.726103+00:00,2026-03-23T13:43:42.726103+00:00,,
53e63de5-e015-4fb6-9fad-e335f8ab5525,799639794,DRONE DATE DECISION,,,85.59A,5710,NN,0,false,PME,2014-01-15,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,low,[object Object],317,,,,,pending,,,,2026-03-23T13:43:42.726103+00:00,2026-03-23T13:43:42.726103+00:00,,
74adca55-5410-49a1-86dd-6c364a5265c8,819810458,AQUAVIVA,,,43.22A,5710,NN,0,false,PME,2016-05-02,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,,16,low,[object Object],318,,,,,pending,,,,2026-03-23T13:43:42.726103+00:00,2026-03-23T13:43:42.726103+00:00,,
ef8668ea-fae2-4e5f-8268-59aae000c310,821425899,MSK DRONES,,,74.20Z,5710,NN,0,false,PME,2016-06-10,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],319,,,,,pending,,,,2026-03-23T13:43:42.726103+00:00,2026-03-23T13:43:42.726103+00:00,,
8ba69925-b11d-4d5b-b154-5e96c5f0e3de,820280873,SAS AERO-DRONE-SERVICE,,,85.59A,5710,NN,0,false,PME,2016-05-17,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,low,[object Object],320,,,,,pending,,,,2026-03-23T13:43:42.726103+00:00,2026-03-23T13:43:42.726103+00:00,,
30a2a1a5-429f-40a5-9d5b-3baee298aa8c,819312190,REDRONE,,,74.20Z,5710,NN,0,false,PME,2016-03-14,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],321,,,,,pending,,,,2026-03-23T13:43:42.726103+00:00,2026-03-23T13:43:42.726103+00:00,,
9e1dd024-c1f7-4e4b-977a-0ad6e36fcfee,829045467,BLEU-DRONE,,,74.20Z,5710,NN,0,false,PME,2017-04-13,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],322,,,,,pending,,,,2026-03-23T13:43:42.726103+00:00,2026-03-23T13:43:42.726103+00:00,,
8f16faf8-e8d0-4949-a1f4-d509fc230ccc,911062511,GUY DRONE SERVICES,,,81.21Z,5499,NN,0,false,PME,2022-03-01,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],256,,,,,pending,,,,2026-03-23T13:43:42.506307+00:00,2026-03-23T13:43:42.506307+00:00,,
5e332d65-8fe1-40b1-b821-76025d356c6f,840759526,THE EYE FLY - DRONE VIEWS -,,,74.20Z,5710,NN,0,false,PME,2018-07-01,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],278,,,,,pending,,,,2026-03-23T13:43:42.506307+00:00,2026-03-23T13:43:42.506307+00:00,,
a43167c1-34b0-4aca-b2ee-6e3849a33cb4,840438709,DRONES LAB CARAIBES,,,74.20Z,5710,NN,0,false,PME,2018-06-15,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],279,,,,,pending,,,,2026-03-23T13:43:42.506307+00:00,2026-03-23T13:43:42.506307+00:00,,
d646810f-f673-44a0-8296-e7cc46e41a03,840297410,MSDRONES SASU,,,59.11B,5710,NN,0,false,PME,2018-06-12,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],280,,,,,pending,,,,2026-03-23T13:43:42.506307+00:00,2026-03-23T13:43:42.506307+00:00,,
e07080ce-a232-4c25-87d2-59996d8f1a28,841562960,DRONES ACTIONS,,,43.91B,5710,NN,0,false,PME,2018-08-15,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],281,,,,,pending,,,,2026-03-23T13:43:42.506307+00:00,2026-03-23T13:43:42.506307+00:00,,
abf78c12-a070-4a73-b10a-e02b78c96166,813690732,DRONE UP,,,74.20Z,5710,NN,0,false,PME,2015-09-01,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],282,,,,,pending,,,,2026-03-23T13:43:42.506307+00:00,2026-03-23T13:43:42.506307+00:00,,
1c45b760-0d66-48f5-b76a-aa8d9c556846,834761371,DRONE MMJ,,,81.21Z,5710,NN,0,false,PME,2018-01-01,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],298,,,,,pending,,,,2026-03-23T13:43:42.506307+00:00,2026-03-23T13:43:42.506307+00:00,,
fb86d28c-bb00-4299-9d1c-752ee1718237,829651280,BLUESKY DRONE,,,74.20Z,5710,NN,0,false,PME,2017-05-12,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],308,,,,,pending,,,,2026-03-23T13:43:42.726103+00:00,2026-03-23T13:43:42.726103+00:00,,
cf3ebc4f-2f97-404e-bbea-5143fedce941,832378202,X DRONE PROJECT,,XDP,74.20Z,5710,NN,0,false,PME,2017-08-01,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],309,,,,,pending,,,,2026-03-23T13:43:42.726103+00:00,2026-03-23T13:43:42.726103+00:00,,
43e261a3-0d5d-490d-b917-b988b7b1ef8c,819789116,DRONE DE VIE,,,74.20Z,5710,NN,0,false,PME,2016-05-15,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],310,,,,,pending,,,,2026-03-23T13:43:42.726103+00:00,2026-03-23T13:43:42.726103+00:00,,
73a8b10f-c4dd-45e4-b9e1-161d7557dd4e,819718719,NORMANDIE DRONE EVOLUTION,,,43.91B,5710,NN,0,false,PME,2016-04-11,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],311,,,,,pending,,,,2026-03-23T13:43:42.726103+00:00,2026-03-23T13:43:42.726103+00:00,,
0c586db7-e6e1-49ea-a747-d1c9fb4953de,819616442,AQUAVOLT83,,,43.21A,5710,NN,0,false,PME,2016-03-25,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,,16,low,[object Object],312,,,,,pending,,,,2026-03-23T13:43:42.726103+00:00,2026-03-23T13:43:42.726103+00:00,,
7e3d1e41-7851-44bd-95ab-b34d1551693a,829160845,SYSDRONE,,,74.20Z,5710,NN,0,false,PME,2017-04-05,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],314,,,,,pending,,,,2026-03-23T13:43:42.726103+00:00,2026-03-23T13:43:42.726103+00:00,,
3ec153cf-f196-4d2c-9f4e-07c84ea9ccba,913700084,GEOTECHDRONE,,,71.12A,5499,NN,0,false,PME,2022-05-25,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,high,[object Object],237,,,,,pending,,,,2026-03-23T13:43:42.506307+00:00,2026-03-23T13:43:42.506307+00:00,,
462e2bb8-3fbc-4210-ba1c-0551ee68c897,809287907,DRONE EIKON,,,59.11B,5710,NN,0,false,PME,2015-02-01,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],257,,,,,pending,,,,2026-03-23T13:43:42.506307+00:00,2026-03-23T13:43:42.506307+00:00,,
a414151a-8c9e-4c6e-acd4-47b85b1b7479,811321728,PARALL'AXE DRONES,,,59.11B,5710,NN,0,false,PME,2015-05-01,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],283,,,,,pending,,,,2026-03-23T13:43:42.506307+00:00,2026-03-23T13:43:42.506307+00:00,,
630cfc1c-5167-4384-8287-3ee1d5cec39c,811543768,DMDRONE,,DMDRA,74.20Z,5710,NN,0,false,PME,2015-05-22,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],284,,,,,pending,,,,2026-03-23T13:43:42.506307+00:00,2026-03-23T13:43:42.506307+00:00,,
77ea152f-9d40-4fea-8aac-de37ed462ada,811626191,DRONE 31,,,59.11B,5710,00,0,false,PME,2015-02-25,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],285,,,,,pending,,,,2026-03-23T13:43:42.506307+00:00,2026-03-23T13:43:42.506307+00:00,,
a982ceeb-bc23-4485-a995-d1cb25812f82,792866196,ACQUAVIVA FRANCE,,,46.74B,5710,00,0,false,PME,2013-04-16,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,,16,low,[object Object],286,,,,,pending,,,,2026-03-23T13:43:42.506307+00:00,2026-03-23T13:43:42.506307+00:00,,
f234e529-cd01-4066-bc42-8f14a3d3b5dd,792972978,BIRDRONE PRODUCTION,,,74.20Z,5710,NN,0,false,PME,2013-04-24,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],287,,,,,pending,,,,2026-03-23T13:43:42.506307+00:00,2026-03-23T13:43:42.506307+00:00,,
24845fce-d3b3-4be9-a9d8-221da14c6a70,818883183,SEE BY DRONE,,,70.21Z,5710,00,0,false,PME,2016-03-01,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],288,,,,,pending,,,,2026-03-23T13:43:42.506307+00:00,2026-03-23T13:43:42.506307+00:00,,
988c3eb7-d0e2-4959-aa8f-e90d8d330c20,823368709,WEDRONEU,,,74.20Z,5710,NN,0,false,PME,2016-10-19,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],238,,,,,pending,,,,2026-03-23T13:43:42.506307+00:00,2026-03-23T13:43:42.506307+00:00,,
fd2c0728-9d97-4b11-a9c7-fbe3c7101ac4,823810312,HELLO- DRONE,,,74.20Z,5710,NN,0,false,PME,2016-09-15,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],239,,,,,pending,,,,2026-03-23T13:43:42.506307+00:00,2026-03-23T13:43:42.506307+00:00,,
3f464db8-d214-42e9-b451-931bb958c3fb,824496087,DRONESTUDIO,,,59.11B,5710,NN,0,false,PME,2017-01-20,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],240,,,,,pending,,,,2026-03-23T13:43:42.506307+00:00,2026-03-23T13:43:42.506307+00:00,,
2b1b1c3e-7c0d-48bd-a200-f7f4ce28dc3b,828590034,SPACE DRONE,,,47.91B,5710,NN,0,false,PME,2007-03-16,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,low,[object Object],241,,,,,pending,,,,2026-03-23T13:43:42.506307+00:00,2026-03-23T13:43:42.506307+00:00,,
722a7c28-b939-4fcf-9bec-2a1ab6eaa105,822786216,EURODRONE,,,59.11B,5710,NN,0,false,PME,2016-09-22,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],242,,,,,pending,,,,2026-03-23T13:43:42.506307+00:00,2026-03-23T13:43:42.506307+00:00,,
a6ba8ac6-56c1-4e13-bcae-f49a21a910ac,830181186,DRONE CINEMATIC PICTURES,,,59.11A,5710,NN,0,false,PME,2017-05-17,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],243,,,,,pending,,,,2026-03-23T13:43:42.506307+00:00,2026-03-23T13:43:42.506307+00:00,,
5e40c069-99c7-4ed0-988e-cf7d8e588b09,805233632,BECK'AIR DRONES,,,74.20Z,5710,NN,0,false,PME,2014-11-01,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],258,,,,,pending,,,,2026-03-23T13:43:42.506307+00:00,2026-03-23T13:43:42.506307+00:00,,
29890822-26a9-49b2-b2be-9d5b4aa5f609,805204575,DRONE PRESS,,,74.20Z,5710,NN,0,false,PME,2014-10-04,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],259,,,,,pending,,,,2026-03-23T13:43:42.506307+00:00,2026-03-23T13:43:42.506307+00:00,,
20c363f4-6ecd-4294-ae24-8b682875aa98,808169536,AER DRONE,,,59.11B,5710,NN,0,false,PME,2014-11-03,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],260,,,,,pending,,,,2026-03-23T13:43:42.506307+00:00,2026-03-23T13:43:42.506307+00:00,,
5cc10a3b-f28e-402d-8620-1cc92a81199d,804055044,SAS DRONEST,,,82.99Z,5710,NN,0,false,PME,2014-08-01,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],261,,,,,pending,,,,2026-03-23T13:43:42.506307+00:00,2026-03-23T13:43:42.506307+00:00,,
bec69ca0-3861-4bc9-95c5-6b61ea1b1f35,839696788,EPIDRONE,,,74.20Z,5710,NN,0,false,PME,2018-03-30,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],262,,,,,pending,,,,2026-03-23T13:43:42.506307+00:00,2026-03-23T13:43:42.506307+00:00,,
3bab3f2f-c2f3-4273-a6fc-978d92f2493a,818209538,SOLUTION DRONE,,,74.20Z,5710,NN,0,false,PME,2016-02-01,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],273,,,,,pending,,,,2026-03-23T13:43:42.506307+00:00,2026-03-23T13:43:42.506307+00:00,,
0fd08a87-f296-4759-89ac-58c8b049a3f2,804323343,EURO-DRONE,,,74.20Z,5710,NN,0,false,PME,2014-09-01,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],274,,,,,pending,,,,2026-03-23T13:43:42.506307+00:00,2026-03-23T13:43:42.506307+00:00,,
3066c5f4-c7ea-4ac3-ad7d-c6f6c812350b,812347318,SAS CORSE DRONE EXPERTISE,,,74.20Z,5710,NN,0,false,PME,2015-06-19,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],275,,,,,pending,,,,2026-03-23T13:43:42.506307+00:00,2026-03-23T13:43:42.506307+00:00,,
1729b352-25d7-4821-ab16-fce4c6bdbdf4,821809936,DRONES IMMOBILIER,,,74.20Z,5710,NN,0,false,PME,2016-08-01,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],276,,,,,pending,,,,2026-03-23T13:43:42.506307+00:00,2026-03-23T13:43:42.506307+00:00,,
58fb5581-3560-41a8-b4e1-e40a8c1b7288,798957270,DRONETAIR,,,58.29A,5710,NN,0,false,PME,2014-01-01,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],289,,,,,pending,,,,2026-03-23T13:43:42.506307+00:00,2026-03-23T13:43:42.506307+00:00,,
a389ae74-29fc-4335-a380-4725d5ebb08a,839939113,OTODRONE,,,59.11B,5710,NN,0,false,PME,2018-05-07,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],293,,,,,pending,,,,2026-03-23T13:43:42.506307+00:00,2026-03-23T13:43:42.506307+00:00,,
9dd2cb08-4b63-4d83-9a7b-411806778b42,477559439,CIVIC DRONE,WORKFLY SERVICE,WORKFLY,28.99B,5710,NN,0,false,PME,2004-06-24,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],294,,,,,pending,,,,2026-03-23T13:43:42.506307+00:00,2026-03-23T13:43:42.506307+00:00,,
7bbeda2c-6148-4be2-8a1e-1a505228cad5,751801549,DRONE CONCEPT,,DC,59.11A,5710,00,0,false,PME,2012-06-01,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],295,,,,,pending,,,,2026-03-23T13:43:42.506307+00:00,2026-03-23T13:43:42.506307+00:00,,
58e21b42-dc64-446e-9f4b-bdf3837adbda,825291701,PHYTODRONE,,,74.20Z,5710,NN,0,false,PME,2017-02-01,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,medium,[object Object],323,,,,,pending,,,,2026-03-23T13:43:42.726103+00:00,2026-03-23T13:43:42.726103+00:00,,
6ea7cf2d-586e-4440-8451-58071394a20e,820142677,SPECDRONE,,,47.11B,5710,NN,0,false,PME,2016-05-04,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49+00:00,drone,16,low,[object Object],324,,,,,pending,,,,2026-03-23T13:43:42.726103+00:00,2026-03-23T13:43:42.726103+00:00,,
