siren,company_name,trade_name,acronym,naf_code,legal_form_code,employee_band,has_employees,company_category,created_date,composite_score,rank,region,signal_source,filter_version,extracted_at,notes
802448795,ALTISYSTEM AERODRONER,,,74.20Z,5710,NN,False,PME,2014-06-01,18,166,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
910436211,OA DRONE,,,71.12A,5710,NN,False,PME,2022-02-14,18,167,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
952861573,RUAVEL,,,71.12B,5710,NN,False,PME,2023-05-25,18,168,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
952686301,AQUA AIR DRONE,,AAD,71.20B,5710,NN,False,PME,2023-08-01,18,169,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
891652778,DSC (DRONE SECURITY CONSULTING),,,74.90B,5710,NN,False,PME,2020-11-27,18,170,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
982429078,AKP-DRONES,,,71.20B,5710,NN,False,PME,2023-11-16,18,171,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
814386520,DRONE PROTECT SYSTEM,,D.P.S,80.20Z,5710,NN,False,PME,2015-11-01,18,172,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
949477426,MKX DRONES,,,71.12B,5710,NN,False,PME,2023-02-24,18,173,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
819298001,EXTREM-DRONE,,,74.20Z,5710,01,False,PME,2016-03-15,18,174,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
819360454,DRONE OCEAN INDIEN,,,74.20Z,5710,01,False,PME,2016-04-01,18,175,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
430396739,,AQUAVERDURE,,81.30Z,1000,02,False,PME,2000-04-03,18,176,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
908331002,LE RELAIS D'ALZETA ACQUAVIVA,,,47.30Z,5710,02,False,PME,2021-12-16,18,177,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
852071232,GUAVUS INC,,,74.90B,3220,NN,False,PME,2018-09-10,18,178,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
799014808,TECH DRONE SERVICE,,,74.20Z,5710,NN,False,PME,2013-12-05,18,179,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
904676723,OBJECTIF DRONE FORMATION,,,85.32Z,5710,02,False,PME,2021-10-27,18,180,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
852787944,DRONES PLURIEL,,,74.90B,5710,NN,False,PME,2019-07-15,18,181,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
849083647,AQUAVIDIS,,,46.69B,5710,01,False,PME,2019-03-01,18,182,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
920337334,MAISON GUAVA,,,46.42Z,5710,03,False,PME,2022-09-15,18,183,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
831184825,AQUAVAILLE,,,85.51Z,5710,01,False,PME,2017-07-27,18,184,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
830696795,ONE DRONE,,,46.49Z,5710,01,False,PME,2017-06-14,18,185,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
829507391,UNIVERSALDRONE,,,74.20Z,5710,01,False,PME,2017-06-09,18,186,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
844545731,MG DRONES,,,74.20Z,5710,01,False,PME,2019-01-02,18,187,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
809347099,BY-DRONE,,B-D,85.59A,5710,01,False,PME,2015-02-23,18,188,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
879506731,M.M DRONESERVICES,,,81.21Z,5499,01,False,PME,2019-12-01,18,189,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
843497934,AQUAVAL,,,85.59A,5710,01,False,PME,2018-10-27,18,190,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
813558822,AERO-DRONE-TECHNIC,,,82.99Z,5710,NN,False,PME,2015-10-01,18,191,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
804345452,DRONE REPONSE,,DRONE REPONSE,82.99Z,5710,01,False,PME,2014-09-03,18,192,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
812050151,LYON DRONE SERVICE,,,74.20Z,5710,01,False,PME,2015-06-05,18,193,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
793961046,DRONEAU TP,,,43.12A,5710,01,False,PME,2013-06-22,18,194,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
841641103,BO-DRONE,,,74.20Z,5710,01,False,PME,2018-08-01,18,195,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
804171684,123 TOPO DRONE,,,74.20Z,5710,01,False,PME,2014-09-01,18,196,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
978219962,DRONE & EAU PICARDIE,,DEP,71.20B,5499,NN,False,PME,2023-07-12,17,197,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
818553802,SARL ZEALO DRONE TECHNOLOGIE,,,74.20Z,5499,NN,False,PME,2016-02-01,17,198,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
921145934,DRONES ICARE,,,71.20B,5499,NN,False,PME,2022-11-01,17,199,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
833861248,AQUAVIE TECHNOLOGIE,,,28.12Z,5499,NN,False,PME,2017-11-15,17,200,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
497740365,GLASS TECH,AQUAVERRE,,31.09B,5499,NN,False,PME,2007-04-14,17,201,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
789529013,C.P.L. - CENTRE DE PLONGEE DU LEMAN - AQUAVENTURE,,,85.51Z,5499,01,False,PME,2012-11-13,17,202,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
493034458,AQUAVIGIE,AQUAVIGIE,,46.69B,5499,01,False,PME,2006-12-01,17,203,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
830698221,LE DRONE AGILE,,,74.20Z,5499,01,False,PME,2017-07-01,17,204,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
898688304,DRONE MANGRA SERVICES,,,74.20Z,5710,NN,False,PME,2021-04-26,17,205,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
384167151,AUTO FINANCES MADRONET,,AFM,70.10Z,5499,01,False,PME,1991-11-22,17,206,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
821622511,VIVEZ DRONE,,,59.11B,5499,01,False,PME,2016-07-19,17,207,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
438377806,EURL AQUAVAL,,,47.52A,5499,01,False,PME,2001-06-01,17,208,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
439578766,DRONE SYSTEM CONTROL,,,43.22B,5499,NN,False,PME,2001-10-15,17,209,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
800246167,BLUAVENTO,,,70.22Z,5499,01,False,PME,2014-02-07,17,210,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
953459856,NAUTIDRONE,,,71.20B,5499,NN,False,PME,2023-06-14,17,211,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
913487682,FG DRONES ETUDES,,,71.12B,5499,NN,False,PME,2022-05-12,17,212,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
803066281,DRONE ALSACE,,,74.20Z,5499,01,False,PME,2014-05-01,17,213,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
830128385,L ACADEMIE DU DRONE,,,85.59A,5499,01,False,PME,2017-06-01,17,214,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
911827251,PERFECT NEGOCE - DRONE AEROTECH,,,46.63Z,5710,01,False,PME,2022-03-24,17,215,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
801627456,VISADRONE,,,77.39Z,5499,01,False,PME,2014-04-15,17,216,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
982285306,DRONE FLY INSPECT,,,71.20B,5499,NN,False,PME,2023-12-01,17,217,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
883116220,DRONE REPONSE SECURITE,,DRS,80.20Z,5710,NN,False,PME,2020-03-03,17,218,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
884081068,AIR DRONE MULTISERVICES SASU,,,74.20Z,5710,NN,False,PME,2020-04-01,17,219,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
898049473,DRONE INOVE GEOMETRE,,,71.12A,5499,NN,False,PME,2021-04-07,17,220,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
822289021,VIDEO DRONE SERVICES,,,74.20Z,5710,NN,False,PME,2016-09-01,17,221,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
979950813,AZIMUT-DRONE,,,71.12B,5499,NN,False,PME,2023-07-25,17,222,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
794663310,DRONE CAPTURE SYSTEM,,,74.20Z,5499,NN,False,PME,2013-07-09,17,223,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
849666292,FRANCE DRONE SERVICES,,,71.12A,5710,NN,False,,2019-04-01,17,224,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
809815426,LATITUDE DRONE,,,74.20Z,5499,01,False,PME,2015-02-20,17,225,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
808765705,SOLUTIONS-DRONES-86,,,32.99Z,5499,NN,False,PME,2015-01-05,17,226,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
911348670,EML DRONE SERVICES,,EML,81.29B,5710,NN,False,PME,2022-02-03,17,227,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
805172640,QUAVEO CONSULTING,,,70.21Z,5499,01,False,PME,2014-09-09,17,228,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
804017325,VISIONDRONE,,,74.20Z,5499,01,False,PME,2014-09-01,17,229,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
819011719,TIME OF DRONE,,,59.11B,5499,01,False,PME,2016-03-11,17,230,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
829531607,AQUAVERRE,,,43.22A,5499,01,False,PME,2017-05-20,17,231,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
839990637,SUAVET CATHERINE NETTOYAGE,,,81.21Z,5499,01,False,PME,2018-06-01,17,232,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
798275194,INNOVADRONE,,SARL,30.30Z,5499,01,False,PME,2013-11-01,17,233,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
827883083,AQUAVELA GROUP,,,50.10Z,5499,01,False,PME,2017-03-01,17,234,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
948853908,BIO DRONES FRANCE,,,71.12B,5499,NN,False,PME,2023-02-01,17,235,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
905185831,PARIS DRONE,,,74.90B,5499,NN,False,PME,2021-10-12,17,236,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
913700084,GEOTECHDRONE,,,71.12A,5499,NN,False,PME,2022-05-25,16,237,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
823368709,WEDRONEU,,,74.20Z,5710,NN,False,PME,2016-10-19,16,238,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
823810312,HELLO- DRONE,,,74.20Z,5710,NN,False,PME,2016-09-15,16,239,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
824496087,DRONESTUDIO,,,59.11B,5710,NN,False,PME,2017-01-20,16,240,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
828590034,SPACE DRONE,,,47.91B,5710,NN,False,PME,2007-03-16,16,241,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
822786216,EURODRONE,,,59.11B,5710,NN,False,PME,2016-09-22,16,242,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
830181186,DRONE CINEMATIC PICTURES,,,59.11A,5710,NN,False,PME,2017-05-17,16,243,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
828775379,DRONE PRO 360,,DP360,74.20Z,5710,NN,False,PME,2017-04-01,16,244,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
882908320,EQUAVISIO,,,62.01Z,5710,NN,False,PME,2020-04-03,16,245,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
805287661,NEW TOM.DRONE IT,,,74.20Z,5710,NN,False,PME,2014-10-10,16,246,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
805269065,DRONE MASTER,,,74.20Z,5710,NN,False,PME,2014-10-08,16,247,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
801041401,DRONE ARDECHE GROUPE,,,59.11B,5710,NN,False,PME,2014-04-01,16,248,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
802197731,DRONECONTRAST,,,74.20Z,5710,NN,False,PME,2014-05-12,16,249,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
809244858,ILOTDRONES,,,85.59B,5710,NN,False,PME,2015-02-01,16,250,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
805127271,BC DRONE REALISATIONS,,,74.20Z,5710,NN,False,PME,2014-09-01,16,251,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
812524395,ADRONEEX,,,59.11B,5710,NN,False,PME,2015-07-13,16,252,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
818859662,ODRONE,,,74.20Z,5710,NN,False,PME,2016-02-16,16,253,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
809464381,START DRONE,,,70.22Z,5710,NN,False,PME,2015-01-01,16,254,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
809458029,CM DRONES,,,30.30Z,5710,NN,False,PME,2015-02-09,16,255,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
911062511,GUY DRONE SERVICES,,,81.21Z,5499,NN,False,PME,2022-03-01,16,256,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
809287907,DRONE EIKON,,,59.11B,5710,NN,False,PME,2015-02-01,16,257,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
805233632,BECK'AIR DRONES,,,74.20Z,5710,NN,False,PME,2014-11-01,16,258,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
805204575,DRONE PRESS,,,74.20Z,5710,NN,False,PME,2014-10-04,16,259,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
808169536,AER DRONE,,,59.11B,5710,NN,False,PME,2014-11-03,16,260,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
804055044,SAS DRONEST,,,82.99Z,5710,NN,False,PME,2014-08-01,16,261,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
839696788,EPIDRONE,,,74.20Z,5710,NN,False,PME,2018-03-30,16,262,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
845157841,FLIGHT DRONE ZONE,,FDZ,74.20Z,5710,NN,False,PME,2019-01-09,16,263,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
844372284,DRONE IMPULSION,,,74.20Z,5710,NN,False,PME,2018-12-05,16,264,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
844285585,HD DRONE TELEPILOTE DE DRONE PROFESSIONNEL,,,59.11B,5710,NN,False,PME,2018-10-31,16,265,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
848715223,AGENCE DRONE,,,74.20Z,5710,NN,False,PME,2019-03-01,16,266,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
818218588,FRDRONES,,,74.20Z,5710,NN,False,PME,2016-01-28,16,267,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
530213719,DELTA DRONE MANAGERS,,,70.22Z,5710,NN,False,PME,2011-01-11,16,268,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
531559466,EFS DRONES,,,26.12Z,5710,NN,False,PME,2011-04-06,16,269,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
814284246,BDS DRONE,,,74.20Z,5710,NN,False,PME,2015-10-23,16,270,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
820535011,NUAVVIA,,,63.12Z,5710,NN,False,PME,2016-05-24,16,271,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
822029138,HUMANS & DRONES,,H&D,59.11B,5710,NN,False,PME,2016-08-11,16,272,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
818209538,SOLUTION DRONE,,,74.20Z,5710,NN,False,PME,2016-02-01,16,273,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
804323343,EURO-DRONE,,,74.20Z,5710,NN,False,PME,2014-09-01,16,274,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
812347318,SAS CORSE DRONE EXPERTISE,,,74.20Z,5710,NN,False,PME,2015-06-19,16,275,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
821809936,DRONES IMMOBILIER,,,74.20Z,5710,NN,False,PME,2016-08-01,16,276,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
821989324,AIR DRONE ONE,,,59.11B,5710,NN,False,PME,2017-01-01,16,277,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
840759526,THE EYE FLY - DRONE VIEWS -,,,74.20Z,5710,NN,False,PME,2018-07-01,16,278,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
840438709,DRONES LAB CARAIBES,,,74.20Z,5710,NN,False,PME,2018-06-15,16,279,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
840297410,MSDRONES SASU,,,59.11B,5710,NN,False,PME,2018-06-12,16,280,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
841562960,DRONES ACTIONS,,,43.91B,5710,NN,False,PME,2018-08-15,16,281,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
813690732,DRONE UP,,,74.20Z,5710,NN,False,PME,2015-09-01,16,282,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
811321728,PARALL'AXE DRONES,,,59.11B,5710,NN,False,PME,2015-05-01,16,283,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
811543768,DMDRONE,,DMDRA,74.20Z,5710,NN,False,PME,2015-05-22,16,284,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
811626191,DRONE 31,,,59.11B,5710,00,False,PME,2015-02-25,16,285,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
792866196,ACQUAVIVA FRANCE,,,46.74B,5710,00,False,PME,2013-04-16,16,286,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
792972978,BIRDRONE PRODUCTION,,,74.20Z,5710,NN,False,PME,2013-04-24,16,287,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
818883183,SEE BY DRONE,,,70.21Z,5710,00,False,PME,2016-03-01,16,288,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
798957270,DRONETAIR,,,58.29A,5710,NN,False,PME,2014-01-01,16,289,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
839218674,DRONE'R,,,74.20Z,5710,NN,False,PME,2018-05-01,16,290,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
837809961,GEODRONES 3D,,,74.20Z,5710,NN,False,PME,2018-02-14,16,291,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
841599319,HDRONES,,,77.35Z,5710,NN,False,PME,2018-07-21,16,292,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
839939113,OTODRONE,,,59.11B,5710,NN,False,PME,2018-05-07,16,293,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
477559439,CIVIC DRONE,WORKFLY SERVICE,WORKFLY,28.99B,5710,NN,False,PME,2004-06-24,16,294,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
751801549,DRONE CONCEPT,,DC,59.11A,5710,00,False,PME,2012-06-01,16,295,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
539609610,UAV INNOVATION CONSULTING,,,74.90B,5710,NN,False,,2012-01-02,16,296,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
830318408,TODD-TRICHET OLIVIER DRONES DETECTIONS,,,74.20Z,5710,NN,False,PME,2017-07-01,16,297,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
834761371,DRONE MMJ,,,81.21Z,5710,NN,False,PME,2018-01-01,16,298,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
834783292,L.E. DRONE 88,,,59.11B,5710,NN,False,PME,2018-01-08,16,299,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
834931602,GCE DRONE,,,74.20Z,5710,NN,False,PME,2018-01-10,16,300,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
831800149,DRONE IMAGERIE CARAIBES,,DI CARAIBES,74.20Z,5710,NN,False,PME,2017-07-12,16,301,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
832644140,DKDRONES,,,30.30Z,5710,NN,False,PME,2017-10-15,16,302,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
832927768,MENILLES DRONE,,,74.20Z,5710,NN,False,PME,2017-11-01,16,303,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
803886399,HUAVEO,,,62.02A,5710,NN,False,PME,2014-07-05,16,304,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
848915880,VIDRONEO,,,59.11A,5710,NN,False,PME,2019-03-07,16,305,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
803287267,ATLANTIC DRONES,,,30.30Z,5710,NN,False,PME,2014-07-02,16,306,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
818113961,DRONE AIRWAYS GROUP,,,74.20Z,5710,NN,False,PME,2016-03-01,16,307,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
829651280,BLUESKY DRONE,,,74.20Z,5710,NN,False,PME,2017-05-12,16,308,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
832378202,X DRONE PROJECT,,XDP,74.20Z,5710,NN,False,PME,2017-08-01,16,309,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
819789116,DRONE DE VIE,,,74.20Z,5710,NN,False,PME,2016-05-15,16,310,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
819718719,NORMANDIE DRONE EVOLUTION,,,43.91B,5710,NN,False,PME,2016-04-11,16,311,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
819616442,AQUAVOLT83,,,43.21A,5710,NN,False,PME,2016-03-25,16,312,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
828184937,DRONES LOCATIONS INSTRUCTIONS CADRAGES DIAGNOSTICS LYON - DLICDL,,,74.20Z,5710,NN,False,PME,2017-02-20,16,313,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
829160845,SYSDRONE,,,74.20Z,5710,NN,False,PME,2017-04-05,16,314,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
800889768,DRONE EVASION,,,59.11B,5710,NN,False,PME,2014-02-21,16,315,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
900673765,DRONES SERVICES FRANCE,,DSF,43.91B,5499,NN,False,PME,2021-06-01,16,316,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
799639794,DRONE DATE DECISION,,,85.59A,5710,NN,False,PME,2014-01-15,16,317,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
819810458,AQUAVIVA,,,43.22A,5710,NN,False,PME,2016-05-02,16,318,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
821425899,MSK DRONES,,,74.20Z,5710,NN,False,PME,2016-06-10,16,319,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
820280873,SAS AERO-DRONE-SERVICE,,,85.59A,5710,NN,False,PME,2016-05-17,16,320,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
819312190,REDRONE,,,74.20Z,5710,NN,False,PME,2016-03-14,16,321,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
829045467,BLEU-DRONE,,,74.20Z,5710,NN,False,PME,2017-04-13,16,322,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
825291701,PHYTODRONE,,,74.20Z,5710,NN,False,PME,2017-02-01,16,323,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
820142677,SPECDRONE,,,47.11B,5710,NN,False,PME,2016-05-04,16,324,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
910023415,DRONEANDVIEW,,,62.01Z,5710,NN,False,PME,2022-02-04,16,325,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
451211510,DRONE ET PAYSAGE,,,74.20Z,5499,NN,False,PME,2003-12-13,15,326,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
453290793,SKY DRONE VISION,,,74.20Z,5499,NN,False,PME,2004-04-13,15,327,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
444179675,SOCIETE CIVILE DE MOYENS DES DOCTEURS SUAVET ET ESSAYAGH,,,82.19Z,6589,01,False,PME,1978-01-01,15,328,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
894230960,LE DRONE VOLANT,,,59.11B,5710,01,False,PME,2021-01-13,15,329,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
421520149,FORICHON DRONET,,,71.12A,5499,NN,False,,1999-01-01,15,330,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
419628854,DRONET PLATRERIE,,,43.31Z,5499,NN,False,PME,1998-07-01,15,331,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
504676057,LE PIMPEC-DRONET,,,43.34Z,5499,NN,False,PME,2008-07-01,15,332,FR,sirene_bulk_db,waterfall_v1,2026-03-23T12:03:49Z,
